Year,Warehouse,Division,Category Description,Style Description,Color,$ Unit Price - Outlet MSRP,$ Unit Cost - Standard,margin $,margin %,quantity
2015,Deltona,Womens,Walkshorts,DRIFIT LR WKST IN05 IN,H00A,29.99,10.47,19.52,0.650883628,9069
2015,Deltona,Womens,Walkshorts,BR PRNT TWLL WKST 5PKT IN,10AS,29.99,9.92,20.07,0.669223074,4106
2015,Deltona,Womens,Walkshorts,DRI FIT BR WKST 5PKT IN,00A,29.99,9.37,20.62,0.687562521,6827
2015,Deltona,Womens,Walkshorts,DRI FIT BR WKST 5PKT IN,06B,29.99,9.37,20.62,0.687562521,3535
2015,Deltona,Womens,Walkshorts,DRI FIT BR WKST 5PKT IN,36W,29.99,9.37,20.62,0.687562521,15420
2015,Deltona,Womens,Walkshorts,DRI FIT BR WKST 5PKT IN,CBKH,29.99,9.37,20.62,0.687562521,14968
2015,Deltona,Womens,Walkshorts,BR TWLL WKST 5PKT IN,00A,29.99,8.78,21.21,0.707235745,19863
2015,Deltona,Womens,Walkshorts,BR TWLL WKST 5PKT IN,10A,29.99,8.78,21.21,0.707235745,5914
2015,Deltona,Womens,Walkshorts,BR SOLIDTWLL WKST 5PKT IN,3LC,29.99,8.78,21.21,0.707235745,11951
2015,Deltona,Womens,Walkshorts,BR WOVN WKST NOVL IN,CHAM,29.99,8.14,21.85,0.728576192,15668
2015,Deltona,Womens,Walkshorts,BR WOVN WKST NOVL IN,10AW,29.99,7.22,22.77,0.759253084,22239
2015,Deltona,Womens,Walkshorts,BR WOVN WKST NOVL IN,32ZL,29.99,7.22,22.77,0.759253084,13494
2015,Deltona,Womens,Walkshorts,BR WOVN WKST NOVL IN,84YN,29.99,7.22,22.77,0.759253084,16741
2015,Deltona,Mens,Wetsuits,FUSION 302 FULLSUIT IN,00A,169.99,84.01,85.98,0.505794458,18230
2015,Deltona,Mens,Wetsuits,FUSION 302 FULLSUIT IN,44B,169.99,84.01,85.98,0.505794458,10521
2015,Deltona,Mens,Wetsuits,FUSION 302 FULLSUIT IN,00AA,169.99,79.31,90.68,0.533443144,11244
2015,Deltona,Mens,Wetsuits,FUSION 403 FULLSUIT IN,00A,189.99,91.47,98.52,0.518553608,20370
2015,Deltona,Mens,Wetsuits,FUSION 403 FULLSUIT IN,00AA,189.99,86.06,103.93,0.547028791,5480
2015,Deltona,Mens,Wetsuits,FUSION 202 SS FULLSUIT IN,00A,189.99,77.03,112.96,0.594557608,11553
2015,Deltona,Mens,Wetsuits,O&O SURF SHIRT IN,10A,14.99,9.48,5.51,0.367578386,23498
2015,Deltona,Mens,Wetsuits,O&O SURF SHIRT IN,3KJ,14.99,9.48,5.51,0.367578386,24095
2015,Deltona,Mens,Wetsuits,O&O SURF SHIRT IN,4GA,14.99,9.48,5.51,0.367578386,7832
2015,Deltona,Mens,Wetsuits,O&O SURF SHIRT IN,6DV,14.99,9.48,5.51,0.367578386,10650
2015,Deltona,Mens,Wetsuits,ONE & ONLY BOYS SS RSHGRD,CYNV,14.99,6.32,8.67,0.57838559,11067
2015,Deltona,Mens,Wetsuits,ONE & ONLY BOYS SS RSHGRD,WBL,14.99,6.32,8.67,0.57838559,11380
2015,Deltona,Mens,Wetsuits,ONO MESH TANK IN,00A,14.99,5.53,9.46,0.631087392,5543
2015,Deltona,Mens,Wetsuits,ONO MESH TANK IN,3KJ,14.99,5.53,9.46,0.631087392,7823
2015,Deltona,Mens,Wetsuits,ONO MESH TANK IN,6DV,14.99,5.53,9.46,0.631087392,5425
2015,Deltona,Mens,Wetsuits,ONO MESH TANK IN,CYA,14.99,5.53,9.46,0.631087392,6294
2015,Deltona,Mens,Wetsuits,ICON LS RASHGUARD IN,CYA,19.99,10.13,9.86,0.493246623,4381
2015,Deltona,Mens,Wetsuits,ONE & ONLY BOYS SS RSHGRD,44B,16.99,6.32,10.67,0.62801648,9065
2015,Deltona,Mens,Wetsuits,ONE & ONLY BOYS SS RSHGRD,TNV,16.99,6.32,10.67,0.62801648,7618
2015,Deltona,Mens,Wetsuits,ONE & ONLY S/S RSHGRD,BLK,19.99,7.67,12.32,0.616308154,6643
2015,Deltona,Mens,Wetsuits,ONE & ONLY S/S RSHGRD,WBL,19.99,7.67,12.32,0.616308154,8579
2015,Deltona,Mens,Wetsuits,ONE & ONLY LS BOYS RSHGRD,44B,19.99,7.51,12.48,0.624312156,7054
2015,Deltona,Mens,Wetsuits,ONE & ONLY LS BOYS RSHGRD,BLK,19.99,7.51,12.48,0.624312156,5422
2015,Deltona,Mens,Wetsuits,ONE AND ONLY NEON SS IN,NOR,19.99,7.29,12.7,0.635317659,7982
2015,Deltona,Mens,Wetsuits,O&O SURF SHIRT IN,00A,19.99,6.04,13.95,0.697848924,6660
2015,Deltona,Mens,Wetsuits,O&O SURF SHIRT IN,06B,19.99,6.04,13.95,0.697848924,4360
2015,Deltona,Mens,Wetsuits,ONE & ONLY MENS LS RSHGRD,WBL,24.99,8.83,16.16,0.646658663,8479
2015,Deltona,Mens,Wetsuits,O&O LS SURF SHIRT IN,00A,24.99,7.39,17.6,0.704281713,8156
2015,Deltona,Mens,Wetsuits,O&O LS SURF SHIRT IN,06B,24.99,7.39,17.6,0.704281713,8120
2015,Deltona,Mens,Wetsuits,DRI FIT ICON SURF TEE IN,00A,40,8.79,31.21,0.78025,4752
2015,Deltona,Mens,Wetsuits,DRI FIT ICON SURF TEE IN,01V,40,8.79,31.21,0.78025,4936
2015,Deltona,Mens,Wetsuits,DRI FIT ICON SURF TEE IN,10A,40,8.79,31.21,0.78025,8961
2015,Deltona,Mens,Wetsuits,DRI-FIT ICON SURF LS IN,00A,45,10.15,34.85,0.774444444,8010
2015,Deltona,Mens,Wetsuits,DRI-FIT ICON SURF LS IN,10A,45,10.15,34.85,0.774444444,9598
2015,Deltona,Mens,Wetsuits,FUSION 202 SPRING SUIT IN,44B,79.99,57.68,22.31,0.278909864,5466
2015,Deltona,Mens,Wetsuits,FUSION 202 SPRING SUIT IN,COM,79.99,57.68,22.31,0.278909864,8988
2015,Deltona,Mens,Wetsuits,FUSION 202 SPRING SUIT IN,00A,79.99,54.66,25.33,0.316664583,2827
2015,Deltona,Mens,Wetsuits,FUSION 202 LS SPRING IN,3KJ,119.99,59.65,60.34,0.50287524,4795
2015,Deltona,Mens,Woven Shirt,RETRO SHRT SHOR Q,BLK,14.98,4.43,10.55,0.704272363,7902
2015,Deltona,Mens,Woven Shirt,CREEK KNIT SHEN IN,00A,19.99,8.44,11.55,0.577788894,2592
2015,Deltona,Mens,Woven Shirt,CREEK KNIT SHEN IN,10A,19.99,8.44,11.55,0.577788894,6225
2015,Deltona,Mens,Woven Shirt,CAPTAIN KNIT TANK IN,00A,19.99,6.81,13.18,0.659329665,4404
2015,Deltona,Mens,Woven Shirt,CAPTAIN KNIT TANK IN,46V,19.99,6.81,13.18,0.659329665,4691
2015,Deltona,Mens,Woven Shirt,LA CAVE DF KNITS TANK IN,03B,19.99,6.64,13.35,0.667833917,4376
2015,Deltona,Mens,Woven Shirt,LA CAVE DF KNITS TANK IN,4KT,19.99,6.64,13.35,0.667833917,9481
2015,Deltona,Mens,Woven Shirt,DRIFIT LAGOS KNITS SPOL IN,10A,24.99,8.9,16.09,0.643857543,2521
2015,Deltona,Mens,Woven Shirt,DRIFIT LAGOS KNITS SPOL IN,46V,24.99,8.58,16.41,0.656662665,9194
2015,Deltona,Mens,Woven Shirt,SALOON POLO KNITS SPOL IN,00A,24.99,8.35,16.64,0.665866347,6567
2015,Deltona,Mens,Woven Shirt,SALOON POLO KNITS SPOL IN,10A,24.99,8.35,16.64,0.665866347,2930
2015,Deltona,Mens,Woven Shirt,SALOON POLO KNITS SPOL IN,40W,24.99,8.35,16.64,0.665866347,3041
2015,Deltona,Mens,Woven Shirt,CAPTAIN KNIT CREW IN,00A,24.99,7.85,17.14,0.68587435,3176
2015,Deltona,Mens,Woven Shirt,CAPTAIN KNIT CREW IN,24N,24.99,7.85,17.14,0.68587435,3011
2015,Deltona,Mens,Woven Shirt,CAPTAIN KNIT CREW IN,31Z,24.99,7.85,17.14,0.68587435,7487
2015,Deltona,Mens,Woven Shirt,CAPTAIN KNIT CREW IN,46V,24.99,7.85,17.14,0.68587435,4478
2015,Deltona,Mens,Woven Shirt,BROOKS KNIT CREW IN,00A,24.99,7.11,17.88,0.715486194,5924
2015,Deltona,Mens,Woven Shirt,BROOKS KNIT CREW IN,46V,24.99,7.11,17.88,0.715486194,7293
2015,Deltona,Mens,Woven Shirt,POINT KNIT KLSH IN,03B,29.99,8.72,21.27,0.709236412,26037
2015,Deltona,Mens,Woven Shirt,POINT KNIT KLSH IN,06A,29.99,8.72,21.27,0.709236412,34023
2015,Deltona,Mens,Woven Shirt,DF SHOREBREAK KNIT LONG IN,00A,29.99,8.61,21.38,0.712904301,19957
2015,Deltona,Mens,Woven Shirt,DF SHOREBREAK KNIT LONG IN,44B,29.99,8.61,21.38,0.712904301,32938
2015,Deltona,Mens,Woven Shirt,OAO THRM LONG SR,00A,19.99,6.75,13.24,0.662331166,18817
2015,Deltona,Mens,Woven Shirt,OAO THRM LONG SR,44B,19.99,6.75,13.24,0.662331166,34215
2015,Deltona,Mens,Woven Shirt,OAO THRM LONG SR,HBK,19.99,6.75,13.24,0.662331166,35629
2015,Deltona,Mens,Woven Shirt,DRI FIT BAILEY WOVN LS IN,00A,29.99,15.49,14.5,0.483494498,26797
2015,Deltona,Mens,Woven Shirt,DRI FIT BAILEY WOVN LS IN,06B,29.99,15.49,14.5,0.483494498,27065
2015,Deltona,Mens,Woven Shirt,TROOP WOVN SS IN,00A,29.99,9.97,20.02,0.667555852,15897
2015,Deltona,Mens,Woven Shirt,TROOP WOVN SS IN,31Z,29.99,9.97,20.02,0.667555852,33736
2015,Deltona,Mens,Woven Shirt,TROOP WOVN SS IN,49M,29.99,9.97,20.02,0.667555852,34164
2015,Deltona,Mens,Woven Shirt,RISE SS WOVN BTTN MA,00A,29.99,9.56,20.43,0.681227076,21891
2015,Deltona,Mens,Woven Shirt,RISE SS WOVN BTTN MA,CON,29.99,9.56,20.43,0.681227076,32140
2015,Deltona,Mens,Woven Shirt,RISE SS WOVN BTTN MA,MSC,29.99,9.56,20.43,0.681227076,26402
2015,Deltona,Mens,Woven Shirt,O AND O 2.0 SS WOVN,06B,29.99,9.46,20.53,0.684561521,30132
2015,Deltona,Mens,Woven Shirt,BURN WOVN LS IN,00A,34.99,13.29,21.7,0.620177193,12580
2015,Deltona,Mens,Woven Shirt,BURN WOVN LS IN,06B,34.99,13.29,21.7,0.620177193,18612
2015,Deltona,Mens,Woven Shirt,REDDING WOVN LS IN,00A,39.99,16.28,23.71,0.592898225,35967
2015,Deltona,Mens,Woven Shirt,O AND O 2.0 LS WOVN,06B,34.99,10.65,24.34,0.695627322,20365
2015,Deltona,Mens,Woven Shirt,O AND O 2.0 LS WOVN,3LC,34.99,10.65,24.34,0.695627322,31855
2015,Deltona,Mens,Woven Shirt,O AND O 2.0 LS WOVN,44B,34.99,10.65,24.34,0.695627322,27266
2015,Deltona,Mens,Woven Shirt,DRI FIT ROCKFORD WOVN LS IN,3JI,39.99,15.44,24.55,0.613903476,35241
2015,Deltona,Mens,Woven Shirt,DRI FIT ROCKFORD WOVN LS IN,4JV,39.99,15.44,24.55,0.613903476,16597
2015,Deltona,Mens,Woven Shirt,DRI FIT NOVA WOVN SS IN,00A,39.99,12.37,27.62,0.690672668,12611
2015,Deltona,Mens,Woven Shirt,DRI FIT NOVA WOVN SS IN,45B,39.99,12.37,27.62,0.690672668,29318
2015,Deltona,Womens,Woven Shirt,DF SPORTBRA KNITS DRFT IN,59ER,24.99,9.42,15.57,0.62304922,31903
2015,Deltona,Womens,Woven Shirt,DF SPORTBRA KNITS DRFT IN,84YR,24.99,9.28,15.71,0.628651461,21150
2015,Deltona,Womens,Woven Shirt,DF SPORT TANK KNITS IN,00AR,24.99,9.1,15.89,0.635854342,13932
2015,Deltona,Womens,Woven Shirt,DF SPORTBRA KNITS DRFT IN,00AR,24.99,8.57,16.42,0.657062825,23161
2015,Deltona,Womens,Woven Shirt,DF SPRT BRA KNITS DRFT IN,10AQ,24.99,8.47,16.52,0.661064426,15044
2015,Deltona,Womens,Woven Shirt,DF SPRT BRA KNITS DRFT IN,H01V,24.99,8.4,16.59,0.663865546,32932
2015,Deltona,Womens,Woven Shirt,DF SPORT TANK KNITS IN,3KCJ,24.99,8.06,16.93,0.677470988,25040
2015,Deltona,Womens,Woven Shirt,DF SPRT BRA KNITS DRFT IN,ELP,24.99,8.01,16.98,0.679471789,31923
2015,Deltona,Womens,Woven Shirt,DF MESH RACR BRA KNITS IN,32UR,24.99,7.95,17.04,0.681872749,30615
2015,Deltona,Womens,Woven Shirt,DF MESH RACR BRA KNITS IN,00AR,24.99,7.72,17.27,0.691076431,20443
2015,Deltona,Womens,Woven Shirt,DF MESH RACR BRA KNITS IN,84YR,24.99,7.6,17.39,0.695878351,28431
2015,Deltona,Womens,Woven Shirt,DF MESH RACER KNITS BRA,10AQ,24.99,7.41,17.58,0.703481393,34813
2015,Deltona,Womens,Woven Shirt,DF MESH RACER KNITS BRA,H01V,24.99,7.38,17.61,0.704681873,16959
2015,Deltona,Womens,Woven Shirt,DF MESH BRA KNITS DRFT IN,00A,24.99,7.2,17.79,0.711884754,27261
2015,Deltona,Womens,Woven Shirt,DF NOVL TANK KNITS DRFT IN,32U,29.99,12.02,17.97,0.599199733,14143
2015,Deltona,Womens,Woven Shirt,DF NOVL TANK KNITS DRFT IN,3KC,29.99,10.75,19.24,0.641547182,32512
2015,Deltona,Womens,Woven Shirt,DF NOVL TANK KNITS DRFT IN,40W,29.99,10.75,19.24,0.641547182,14773
2015,Deltona,Womens,Woven Shirt,DF NOVL TANK KNITS DRFT IN,10A,29.99,10.68,19.31,0.643881294,28078
2015,Deltona,Womens,Woven Shirt,DF NOVL TANK KNITS DRFT IN,00A,29.99,10.23,19.76,0.658886295,12726
2015,Deltona,Womens,Woven Shirt,CARMEN TANK KNIT TANK IN,H40W,24.99,4.8,20.19,0.807923169,14661
2015,Deltona,Womens,Woven Shirt,CARMEN TANK KNIT TANK IN,H85P,24.99,4.8,20.19,0.807923169,19720
2015,Flagstaff,Mens,Accessories,HURLEY HONOR ROLL CINCH SACK,426,14.99,5.63,9.36,0.624416278,2313
2015,Flagstaff,Mens,Accessories,HURLEY HONOR ROLL PRINTED BACK,061,34.99,18.75,16.24,0.464132609,4648
2015,Flagstaff,Mens,Accessories,HURLEY HONOR ROLL BELT,375,11.99,6.75,5.24,0.437030859,1921
2015,Flagstaff,Mens,Accessories,HONOR ROLL PACK PR SM,44BH,29.99,14.1,15.89,0.529843281,2567
2015,Flagstaff,Mens,Accessories,HURLEY HONOR ROLL CINCH SACK,063,14.99,5.63,9.36,0.624416278,3419
2015,Flagstaff,Mens,Accessories,HURLEY MATER BACKPACK,368,29.99,18.75,11.24,0.374791597,822
2015,Flagstaff,Mens,Accessories,HNR RLL PK PRNTD BAG IN,WPNV,29.99,13.29,16.7,0.556852284,2075
2015,Flagstaff,Mens,Accessories,HNR ROLL PACK BLCKD BAG IN,47N,39.99,13.12,26.87,0.671917979,1573
2015,Flagstaff,Mens,Accessories,HURLEY HONOR ROLL BELT,010,11.99,6.75,5.24,0.437030859,1141
2015,Flagstaff,Mens,Accessories,HURLEY HONOR ROLL BELT,432,11.99,6.75,5.24,0.437030859,1965
2015,Flagstaff,Mens,Accessories,ICON Accessories IN,00A,19.99,14.14,5.85,0.292646323,482
2015,Flagstaff,Mens,Accessories,HONOR ROLL WEB Accessories IN,26U,14.99,4.95,10.04,0.669779853,1092
2015,Flagstaff,Mens,Accessories,HNR ROLL WEB BELT IN,BCAM,18,5.01,12.99,0.721666667,992
2015,Flagstaff,Mens,Accessories,HURLEY HONOR ROLL PRINTED TRI,061,9.99,4.5,5.49,0.54954955,2084
2015,Flagstaff,Mens,Accessories,HURLEY HONOR ROLL TRI FOLD WAL,434,9.99,4.5,5.49,0.54954955,3795
2015,Flagstaff,Mens,Accessories,O&O TRIFOLD WALL IN,NYL,9.99,2.44,7.55,0.755755756,754
2015,Flagstaff,Mens,Accessories,BLK PRTY TRIFOLD WALL IN,26U,11.99,2.58,9.41,0.784820684,3689
2015,Flagstaff,Mens,Accessories,BLK PRTY TRIFOLD WALL IN,44B,11.99,2.58,9.41,0.784820684,3332
2015,Flagstaff,Mens,Accessories,OAO TRIFOLD WALLET IN,00A,11.99,2.36,9.63,0.803169308,3155
2015,Flagstaff,Mens,Accessories,O&O TRIFOLD WALL IN,BLK,15,2.36,12.64,0.842666667,1985
2015,Flagstaff,Mens,Accessories,PTRL Accessories IN,00A,19.99,6.39,13.6,0.68034017,1958
2015,Flagstaff,Womens,Accessories,TOMBOY Accessories NPSK IN,10AZ,29.99,14.21,15.78,0.526175392,107
2015,Flagstaff,Womens,Accessories,HONROLL MSNGR Accessories SM,44B,29.99,14.15,15.84,0.528176059,3277
2015,Flagstaff,Womens,Accessories,HONROLL MSNGR Accessories SM,80A,29.99,14.15,15.84,0.528176059,758
2015,Flagstaff,Womens,Accessories,HURLEY ONE AND ONLY PRINTED WO,381,34.99,18.75,16.24,0.464132609,1162
2015,Flagstaff,Womens,Accessories,CAMPUS BKPK Accessories SM,NGRN,29.99,13.06,16.93,0.564521507,864
2015,Flagstaff,Mens,Active Bottoms,BLCK PRTY VOLLEY ACTB DFMS IN,00A,24.99,10.29,14.7,0.588235294,5704
2015,Flagstaff,Mens,Active Bottoms,BLCK PRTY VOLLEY ACTB DFMS IN,H00A,24.99,9.84,15.15,0.606242497,6341
2015,Flagstaff,Mens,Active Bottoms,KINGSROAD ACTB MESH IN,MLT3,24.99,9.01,15.98,0.639455782,1821
2015,Flagstaff,Mens,Active Bottoms,KINGSROAD ACTB MESH IN,NGRN,24.99,9.01,15.98,0.639455782,3877
2015,Flagstaff,Mens,Active Bottoms,BLOCKPARTY 22 ACTB MESH IN,00A,29.99,10.81,19.18,0.639546516,1812
2015,Flagstaff,Mens,Active Bottoms,BLOCKPARTY 22 ACTB MESH IN,47N,29.99,10.81,19.18,0.639546516,1644
2015,Flagstaff,Mens,Active Bottoms,FORCE ACTB MESH IN,00A,29.99,10.68,19.31,0.643881294,4356
2015,Flagstaff,Mens,Active Bottoms,LAKE STRT VOLLEY ACTB IN,03B,29.99,10.1,19.89,0.663221074,3827
2015,Flagstaff,Mens,Active Bottoms,LAKE STRT VOLLEY ACTB IN,4KT,29.99,10.1,19.89,0.663221074,3658
2015,Flagstaff,Mens,Active Bottoms,MAIN KNITS DFVL IN,00A,29.99,9.66,20.33,0.677892631,1650
2015,Flagstaff,Mens,Active Bottoms,MAIN KNITS DFVL IN,46V,29.99,9.66,20.33,0.677892631,4391
2015,Flagstaff,Womens,Active Bottoms,DRIFIT FLEECE BR FLEE IN25 IN,H3KC,24.99,8.31,16.68,0.667466987,4194
2015,Flagstaff,Womens,Active Bottoms,MESH BR ACTB DRFT IN,57RJ,24.99,8.11,16.88,0.675470188,2024
2015,Flagstaff,Womens,Active Bottoms,MESH BR ACTB DRFT IN,10AQ,24.99,7.22,17.77,0.711084434,4068
2015,Flagstaff,Womens,Active Bottoms,MESH BR ACTB DRFT IN,82AQ,24.99,7.22,17.77,0.711084434,4208
2015,Flagstaff,Womens,Active Bottoms,MESH BR ACTB DRFT IN,3KT,24.99,6.68,18.31,0.732693077,2175
2015,Flagstaff,Womens,Active Bottoms,DF CROP LEGG ACTB DRFT IN,H06B,29.99,11.68,18.31,0.610536846,1148
2015,Flagstaff,Womens,Active Bottoms,DF LEGG ACTB DRFT IN,3KTQ,29.99,11.55,18.44,0.614871624,6052
2015,Flagstaff,Womens,Active Bottoms,DF CROP LEGG ACTB DRFT IN,3KTQ,29.99,10.77,19.22,0.640880293,3507
2015,Flagstaff,Womens,Active Bottoms,DF BR RNR ACTB IN05 IN,44BT,29.99,10.45,19.54,0.651550517,2121
2015,Flagstaff,Womens,Active Bottoms,DF BR RNR ACTB IN05 IN,00A,29.99,9.8,20.19,0.673224408,8826
2015,Flagstaff,Womens,Active Bottoms,DF MESH BR ACTB DRFT IN,00A,29.99,8.57,21.42,0.714238079,4894
2015,Flagstaff,Womens,Active Bottoms,DF MESH BR ACTB DRFT IN,ELP,29.99,8.57,21.42,0.714238079,7231
2015,Flagstaff,Womens,Active Bottoms,DF MESH BR ACTB DRFT IN,STG,29.99,8.55,21.44,0.714904968,4308
2015,Flagstaff,Womens,Active Bottoms,DRIFIT FLEECE BR FLEE IN25 IN,HWHT,29.99,8.31,21.68,0.722907636,7018
2015,Flagstaff,Womens,Active Bottoms,DF MESH BR ACTB DRFT IN,44B,29.99,8.18,21.81,0.727242414,7615
2015,Flagstaff,Womens,Active Bottoms,DF CROP LEGG ACTB DRFT IN,32UR,34.99,11.85,23.14,0.661331809,5484
2015,Flagstaff,Womens,Active Bottoms,DF LEGG ACTB DRFT IN,00A,34.99,11.43,23.56,0.673335239,4568
2015,Flagstaff,Womens,Active Bottoms,DF CROP LEGG ACTB DRFT IN,00A,34.99,10.73,24.26,0.693340955,3436
2015,Flagstaff,Womens,Active Bottoms,DF CROP LEGG ACTB DRFT IN,ELP,34.99,10.38,24.61,0.703343813,2339
2015,Flagstaff,Mens,Basic Fleece Bottom,DRIFIT LEAGUE BLEE REGF IN,00A,29.99,14.03,15.96,0.532177392,870
2015,Flagstaff,Mens,Basic Fleece Bottom,DRFT LEAGUE BLEE DRFT IN,00A,29.99,10.13,19.86,0.66222074,789
2015,Flagstaff,Mens,Basic Fleece Bottom,DRFT LEAGUE BLEE DRFT IN,07G,29.99,10.13,19.86,0.66222074,2304
2015,Flagstaff,Mens,Boardshorts,FORCE CORE BDST SSDE IN,80S,19.99,11.42,8.57,0.428714357,524
2015,Flagstaff,Mens,Boardshorts,ONE AND ONLY BDST SSDE IN,NGRN,19.99,8.86,11.13,0.556778389,15777
2015,Flagstaff,Mens,Boardshorts,ONE AND ONLY BDST SSDE IN,NOR,19.99,8.86,11.13,0.556778389,12816
2015,Flagstaff,Mens,Boardshorts,ONE AND ONLY BDST SSDE IN,NYL,19.99,8.86,11.13,0.556778389,19148
2015,Flagstaff,Mens,Boardshorts,ONE AND ONLY BDST SSDE IN,80S,19.99,8.86,11.13,0.556778389,17903
2015,Flagstaff,Mens,Boardshorts,ONE AND ONLY BDST SSDE IN,NOR,19.99,8.86,11.13,0.556778389,19996
2015,Flagstaff,Mens,Boardshorts,ONE AND ONLY BDST SSDE IN,CYA,19.99,8.41,11.58,0.579289645,16826
2015,Flagstaff,Mens,Boardshorts,SCALLOPS BDST SSDE IN,80S,24.99,11.68,13.31,0.532613045,17171
2015,Flagstaff,Mens,Boardshorts,FORCE CORE BDST SSDE IN,4JV,24.99,11.42,13.57,0.543017207,14777
2015,Flagstaff,Mens,Boardshorts,STRIKE BOYS BDST PHTM IN,00A,24.99,10.91,14.08,0.56342537,19982
2015,Flagstaff,Mens,Boardshorts,STRIKE BOYS BDST PHTM IN,NOR,24.99,10.91,14.08,0.56342537,12644
2015,Flagstaff,Mens,Boardshorts,ONE AND ONLY BDST SSDE IN,TNNY,24.99,8.41,16.58,0.663465386,14562
2015,Flagstaff,Mens,Boardshorts,BOYS PHNTM JJF BDST IN,00A,29.99,12.51,17.48,0.582860954,19842
2015,Flagstaff,Mens,Boardshorts,BOYS PHNTM JJF BDST IN,46V,29.99,12.51,17.48,0.582860954,13104
2015,Flagstaff,Mens,Boardshorts,BOYS BLCKD FLT BDST IN,65N,29.99,12.38,17.61,0.587195732,10614
2015,Flagstaff,Mens,Boardshorts,BOYS BLCKD FLT BDST IN,NGRN,29.99,12.38,17.61,0.587195732,18625
2015,Flagstaff,Mens,Boardshorts,BOYS P30 RIPPLE BDST IN,46V,29.99,12.38,17.61,0.587195732,19002
2015,Flagstaff,Mens,Boardshorts,PHNTM FLIGHT BDST PHTM IN,6BN,29.99,12.19,17.8,0.593531177,12540
2015,Flagstaff,Mens,Boardshorts,SCALLOPS BDST SSDE IN,4HM,29.99,11.93,18.06,0.602200734,10597
2015,Flagstaff,Mens,Boardshorts,SCALLOPS BDST SSDE IN,HTRD,29.99,11.93,18.06,0.602200734,16277
2015,Flagstaff,Mens,Boardshorts,WARP3 BOYS BDST PHTM IN,BAQU,29.99,11.87,18.12,0.6042014,17576
2015,Flagstaff,Mens,Boardshorts,LOWTIDE BOYS BDST PHTM IN,06F,29.99,11.74,18.25,0.608536179,19553
2015,Flagstaff,Mens,Boardshorts,LOWTIDE BOYS BDST PHTM IN,43Q,29.99,11.74,18.25,0.608536179,14507
2015,Flagstaff,Mens,Boardshorts,FORCE CORE BDST SSDE IN,00A,29.99,11.68,18.31,0.610536846,18703
2015,Flagstaff,Mens,Boardshorts,FORCE CORE BDST SSDE IN,4JV,29.99,11.68,18.31,0.610536846,14015
2015,Flagstaff,Mens,Boardshorts,FLIGHT CORE2 BDST SSDE IN,00A,29.99,11.68,18.31,0.610536846,18300
2015,Flagstaff,Mens,Boardshorts,FLIGHT CORE2 BDST SSDE IN,46V,29.99,11.68,18.31,0.610536846,20433
2015,Flagstaff,Mens,Boardshorts,FORCE CORE3 BDST SSDE IN,00A,29.99,11.68,18.31,0.610536846,18058
2015,Flagstaff,Mens,Boardshorts,FORCE CORE3 BDST SSDE IN,4CA,29.99,11.68,18.31,0.610536846,16674
2015,Flagstaff,Mens,Boardshorts,AXIS BDST SSDE IN,00A,29.99,11.48,18.51,0.617205735,17622
2015,Flagstaff,Mens,Boardshorts,AXIS BDST SSDE IN,4JV,29.99,11.48,18.51,0.617205735,13568
2015,Flagstaff,Mens,Boardshorts,RAY BDST SSDE IN,00A,29.99,11.48,18.51,0.617205735,10375
2015,Flagstaff,Mens,Boardshorts,RAY BDST SSDE IN,31J,29.99,11.48,18.51,0.617205735,12097
2015,Flagstaff,Mens,Boardshorts,BILLET BDST SSDE IN,00A,29.99,11.48,18.51,0.617205735,11117
2015,Flagstaff,Mens,Boardshorts,BILLET BDST SSDE IN,NGRN,29.99,11.48,18.51,0.617205735,17915
2015,Flagstaff,Mens,Boardshorts,PR BLEND BDST SSDE IN,NGRN,29.99,11.42,18.57,0.619206402,10199
2015,Flagstaff,Mens,Boardshorts,STRINGER BDST SSDE IN,00A,29.99,11.18,18.81,0.62720907,15755
2015,Flagstaff,Mens,Boardshorts,STRINGER BDST SSDE IN,CYA,29.99,11.18,18.81,0.62720907,11733
2015,Flagstaff,Mens,Boardshorts,STRINGER BDST SSDE IN,NGRN,29.99,11.18,18.81,0.62720907,13695
2015,Flagstaff,Mens,Boardshorts,BLOCK PARTY BDST PHTM IN,CYA1,29.99,11.16,18.83,0.627875959,14500
2015,Flagstaff,Mens,Boardshorts,BLOCK PARTY BDST PHTM IN,NGRN,29.99,11.16,18.83,0.627875959,13985
2015,Flagstaff,Mens,Boardshorts,DOS BDST SSDE IN,CYA,29.99,11.16,18.83,0.627875959,17145
2015,Flagstaff,Mens,Boardshorts,DOS BDST SSDE IN,NGN1,29.99,11.16,18.83,0.627875959,19434
2015,Flagstaff,Mens,Boardshorts,STRIKE BDST SSDE IN,00A,29.99,11.16,18.83,0.627875959,11678
2015,Flagstaff,Mens,Boardshorts,STRIKE BDST SSDE IN,NOR,29.99,11.16,18.83,0.627875959,19040
2015,Flagstaff,Mens,Boardshorts,DRIFT BDST SSDE IN,44B,29.99,11.04,18.95,0.631877292,20032
2015,Flagstaff,Mens,Boardshorts,DRIFT BDST SSDE IN,4AJ,29.99,11.04,18.95,0.631877292,10628
2015,Flagstaff,Mens,Boardshorts,PUERTO RICO BDST SSDE IN,3KC,29.99,10.84,19.15,0.638546182,19133
